country,Year,Disaster Type,Entry Criteria
PY,2012,Storm,Affected
US,2012,Storm,Kill
PH,2012,Storm,Kill
PH,2012,Storm,Kill
LK,2012,Flood,Kill
MM,2012,Earthquake,Kill
PA,2012,Flood,Affected
PH,2012,Earthquake,Kill
PG,2012,Flood,Affected
KP,2012,Flood,Kill
PY,2012,Flood,Affected
SB,2012,Flood,Affected
TJ,2012,Flood,Affected
TW,2012,Storm,Kill
VN,2012,Storm,Kill
MZ,2012,Storm,Affected
MW,2012,Flood,Affected
PA,2012,Flood,Affected
PS,2012,Flood,Affected
US,2012,Drought,SigDis
US,2012,Drought,SigDis
MG,2012,Storm,Kill
MG,2012,Storm,Kill
MZ,2012,Storm,Kill
MZ,2012,Storm,Affected
MW,2012,Storm,Kill
NG,2012,Storm,Kill
PH,2012,Storm,Kill
PH,2012,Storm,Affected
PH,2012,Storm,Affected
KP,2012,Storm,Kill
US,2012,Storm,Kill
VN,2012,Storm,Kill
WS,2012,Storm,Kill
ZA,2012,Storm,Affected
MW,2012,Drought,Affected
KP,2012,Drought,Affected
PY,2012,Drought,Affected
TD,2012,Drought,Affected
LK,2012,Storm,Kill
LK,2012,Drought,Affected
LT,2012,Extreme temperature,Kill
LT,2012,Extreme temperature,Kill
LV,2012,Extreme temperature,Kill
MA,2012,Extreme temperature,Affected
MD,2012,Extreme temperature,Kill
MD,2012,Drought,Affected
MX,2012,Earthquake,Affected
MX,2012,Storm,Affected
MX,2012,Storm,Waiting
MK,2012,Extreme temperature,Kill
MM,2012,Flood,Affected
MW,2012,Flood,Affected
NA,2012,Flood,Affected
NE,2012,Flood,Kill
NE,2012,Epidemic,Kill
NE,2012,Epidemic,Kill
NG,2012,Flood,Kill
NG,2012,Epidemic,Kill
NI,2012,Flood,Kill
NL,2012,Extreme temperature,Kill
NP,2012,Flood,Kill
NP,2012,Landslide,Kill
NP,2012,Extreme temperature,Kill
NZ,2012,Storm,Affected
PK,2012,Flood,Kill
PK,2012,Flood,Kill
PK,2012,Flood,Kill
PK,2012,Landslide,Kill
PK,2012,Landslide,Kill
PE,2012,Earthquake,Affected
PE,2012,Landslide,Kill
PE,2012,Extreme temperature,Affected
PE,2012,Epidemic,Kill
PH,2012,Earthquake,Affected
PH,2012,Earthquake,Affected
PH,2012,Flood,Affected
PH,2012,Flood,Affected
PH,2012,Flood,Affected
PH,2012,Flood,Affected
PH,2012,Flood,Affected
PH,2012,Flood,Kill
PH,2012,Flood,Kill
PH,2012,Flood,Kill
PH,2012,Landslide,Kill
PH,2012,Storm,Kill
PH,2012,Storm,Affected
PH,2012,Storm,Affected
PH,2012,Storm,Kill
PH,2012,Epidemic,Kill
PW,2012,Storm,Kill
PG,2012,Landslide,Kill
PL,2012,Storm,Affected
PL,2012,Extreme temperature,Kill
PL,2012,Extreme temperature,Kill
PL,2012,Extreme temperature,Kill
PR,2012,Storm,Kill
RO,2012,Extreme temperature,Kill
RU,2012,Flood,Kill
RU,2012,Flood,Affected
RU,2012,Flood,Affected
RU,2012,Flood,Affected
RU,2012,Extreme temperature,Kill
RU,2012,Extreme temperature,Kill
RU,2012,Wildfire,Affected
RU,2012,Drought,SigDam
RW,2012,Flood,Affected
SA,2012,Flood,Kill
SD,2012,Flood,Kill
SD,2012,Epidemic,Kill
SN,2012,Flood,Kill
SL,2012,Epidemic,Kill
SO,2012,Flood,Affected
SO,2012,Flood,Kill
SK,2012,Extreme temperature,Kill
SI,2012,Flood,Affected
TD,2012,Flood,Kill
TD,2012,Flood,Affected
TD,2012,Epidemic,Kill
TH,2012,Flood,Affected
TH,2012,Drought,Declar
TJ,2012,Earthquake,Affected
TJ,2012,Extreme temperature,Kill
TR,2012,Flood,Kill
TW,2012,Flood,Affected
TW,2012,Storm,Kill
TZ,2012,Flood,Kill
UG,2012,Flood,Affected
UG,2012,Landslide,Kill
UG,2012,Epidemic,Kill
UG,2012,Epidemic,Kill
UG,2012,Epidemic,Affected
UA,2012,Extreme temperature,Kill
UA,2012,Extreme temperature,Kill
UA,2012,Drought,SigDam
US,2012,Storm,Declar
US,2012,Storm,SigDam
US,2012,Storm,SigDam
US,2012,Storm,SigDis
US,2012,Storm,SigDam
US,2012,Storm,SigDam
US,2012,Storm,Declar
US,2012,Storm,Kill
US,2012,Storm,SigDam
US,2012,Storm,Declar
US,2012,Storm,Affected
US,2012,Storm,Kill
US,2012,Storm,Affected
US,2012,Storm,Kill
US,2012,Storm,SigDam
US,2012,Flood,Affected
US,2012,Storm,Affected
US,2012,Extreme temperature,Kill
US,2012,Wildfire,Affected
US,2012,Wildfire,Affected
VE,2012,Flood,Affected
VN,2012,Flood,Kill
WF,2012,Storm,Kill
ZA,2012,Flood,Kill
CD,2012,Flood,Affected
CD,2012,Epidemic,Kill
CD,2012,Epidemic,Kill
CD,2012,Epidemic,Kill
CD,2012,Epidemic,Kill
ZM,2012,Epidemic,Affected
RS,2012,Extreme temperature,Kill
RS,2012,Extreme temperature,Kill
RS,2012,Extreme temperature,Affected
ME,2012,Extreme temperature,Kill
SS,2012,Flood,Kill
SS,2012,Flood,Kill
BO,2011,Flood,Affected
BR,2011,Flood,Kill
BR,2011,Flood,Kill
BR,2011,Flood,Kill
BR,2011,Flood,Affected
BR,2011,Flood,Kill
CN,2011,Earthquake,Affected
CN,2011,Flood,Affected
CN,2011,Flood,Kill
CN,2011,Flood,Kill
CO,2011,Flood,Kill
CO,2011,Flood,Kill
CR,2011,Flood,Kill
EC,2011,Flood,Affected
GE,2011,Flood,Affected
GT,2011,Flood,Kill
AU,2011,Storm,Affected
CF,2011,Storm,Affected
CA,2011,Storm,Affected
CN,2011,Storm,Kill
CN,2011,Storm,Kill
DM,2011,Storm,Affected
DO,2011,Storm,Affected
AF,2011,Flood,Kill
AO,2011,Flood,Kill
AO,2011,Flood,Waiting
AR,2011,Volcanic activity,Affected
AU,2011,Flood,Affected
BI,2011,Storm,Kill
BI,2011,Flood,Affected
BI,2011,Epidemic,Kill
BE,2011,Storm,Declar
BE,2011,Flood,Waiting
BJ,2011,Flood,Affected
BD,2011,Flood,Affected
BD,2011,Extreme temperature,Kill
BS,2011,Storm,Affected
BO,2011,Landslide,Affected
BR,2011,Flood,Declar
BR,2011,Flood,Kill
BT,2011,Earthquake,Kill
BW,2011,Flood,Waiting
CF,2011,Epidemic,Kill
CA,2011,Storm,Waiting
CA,2011,Flood,Declar
CL,2011,Volcanic activity,Affected
CL,2011,Extreme temperature,Affected
CL,2011,Wildfire,Affected
CN,2011,Storm,Kill
CN,2011,Earthquake,Affected
CN,2011,Earthquake,Kill
CN,2011,Earthquake,Kill
CN,2011,Earthquake,Kill
CN,2011,Earthquake,Affected
CN,2011,Flood,Kill
CN,2011,Flood,Kill
CN,2011,Landslide,Kill
CN,2011,Landslide,Kill
CN,2011,Storm,Kill
CN,2011,Extreme temperature,Affected
CM,2011,Epidemic,Kill
CG,2011,Epidemic,Kill
CG,2011,Epidemic,Kill
CG,2011,Epidemic,Kill
CO,2011,Landslide,Kill
DE,2011,Flood,Waiting
DO,2011,Flood,Kill
DO,2011,Storm,Affected
DZ,2011,Flood,Affected
EC,2011,Landslide,Affected
ES,2011,Earthquake,Affected
FR,2011,Flood,Affected
GH,2011,Flood,Affected
GH,2011,Flood,Kill
GH,2011,Epidemic,Kill
GT,2011,Earthquake,Affected
GT,2011,Flood,Kill
GT,2011,Landslide,Kill
MX,2011,Storm,Affected
MX,2011,Storm,Affected
PH,2011,Storm,Kill
PH,2011,Storm,Kill
PH,2011,Storm,Affected
PH,2011,Storm,Kill
PH,2011,Storm,Kill
US,2011,Storm,SigDis
PH,2011,Flood,Affected
RW,2011,Flood,Kill
MX,2011,Storm,Kill
JP,2011,Earthquake,Kill
HN,2011,Flood,Kill
HT,2011,Flood,Kill
HT,2011,Storm,Affected
IN,2011,Earthquake,Kill
IT,2011,Flood,Affected
KR,2011,Flood,Kill
KR,2011,Flood,Kill
LA,2011,Flood,Affected
LK,2011,Flood,Kill
MM,2011,Flood,Kill
NI,2011,Flood,Kill
NP,2011,Flood,Kill
NZ,2011,Earthquake,Affected
PA,2011,Flood,Kill
PE,2011,Flood,Affected
PH,2011,Flood,Affected
PH,2011,Flood,Affected
PH,2011,Storm,Kill
KP,2011,Flood,Kill
SV,2011,Flood,Kill
TH,2011,Flood,Kill
TH,2011,Flood,Kill
TR,2011,Flood,Waiting
UG,2011,Flood,Kill
ID,2011,Earthquake,Kill
KR,2011,Landslide,Kill
MW,2011,Flood,Affected
RU,2011,Flood,Affected
US,2011,Storm,Declar
MX,2011,Wildfire,Waiting
JP,2011,Storm,Affected
MG,2011,Storm,Affected
MX,2011,Storm,Kill
PR,2011,Storm,Affected
KP,2011,Storm,Kill
SB,2011,Storm,Affected
TH,2011,Storm,Kill
US,2011,Storm,Kill
US,2011,Storm,Affected
GT,2011,Storm,Kill
HT,2011,Flood,Affected
HT,2011,Storm,Affected
ID,2011,Earthquake,Kill
ID,2011,Flood,Affected
ID,2011,Flood,Affected
ID,2011,Flood,Kill
ID,2011,Landslide,
IN,2011,Storm,Kill
IN,2011,Flood,Kill
IN,2011,Flood,Kill
IN,2011,Flood,Affected
IN,2011,Flood,Kill
IN,2011,Flood,Kill
IN,2011,Extreme temperature,Kill
IQ,2011,Flood,Affected
IT,2011,Flood,Kill
IT,2011,Extreme temperature,Kill
JP,2011,Earthquake,Affected
KZ,2011,Flood,Affected
KE,2011,Flood,Affected
KG,2011,Earthquake,Kill
KH,2011,Flood,Kill
LA,2011,Flood,Kill
LK,2011,Flood,Kill
LS,2011,Flood,Kill
LS,2011,Flood,Waiting
MV,2011,Epidemic,Affected
MX,2011,Flood,Affected
MX,2011,Extreme temperature,Declar
ML,2011,Epidemic,Kill
MM,2011,Earthquake,Kill
MZ,2011,Flood,Affected
MZ,2011,Flood,Waiting
MZ,2011,Storm,Kill
MZ,2011,Epidemic,Kill
MQ,2011,Storm,Affected
MW,2011,Flood,Waiting
MY,2011,Flood,Affected
MY,2011,Landslide,Kill
NA,2011,Flood,Affected
NE,2011,Flood,Affected
NE,2011,Epidemic,Kill
NG,2011,Storm,Kill
NG,2011,Flood,Kill
NG,2011,Flood,Kill
NG,2011,Flood,Kill
NG,2011,Epidemic,Kill
NP,2011,Earthquake,Kill
NP,2011,Flood,Kill
NZ,2011,Earthquake,Kill
OM,2011,Storm,Kill
PK,2011,Earthquake,Affected
PK,2011,Flood,Kill
PE,2011,Extreme temperature,Affected
PH,2011,Volcanic activity,Affected
PH,2011,Flood,Kill
PH,2011,Flood,Affected
PH,2011,Flood,Affected
PH,2011,Flood,Kill
PH,2011,Flood,Affected
PH,2011,Landslide,Kill
PH,2011,Landslide,Kill
PH,2011,Landslide,Affected
PH,2011,Storm,Kill
PH,2011,Storm,Kill
PH,2011,Storm,Affected
PH,2011,Epidemic,Affected
PG,2011,Storm,Affected
PR,2011,Storm,Affected
KP,2011,Flood,Kill
PY,2011,Epidemic,Affected
RU,2011,Storm,SigDam
RU,2011,Flood,Affected
SA,2011,Flood,Kill
TD,2011,Epidemic,Kill
TD,2011,Epidemic,Kill
TH,2011,Earthquake,Kill
TJ,2011,Earthquake,Kill
TJ,2011,Flood,Affected
TO,2011,Storm,SigDam
TR,2011,Earthquake,Affected
TR,2011,Earthquake,Kill
UG,2011,Storm,Kill
US,2011,Storm,Kill
US,2011,Storm,Kill
US,2011,Storm,Kill
US,2011,Flood,
US,2011,Flood,Affected
US,2011,Extreme temperature,Kill
US,2011,Wildfire,Affected
US,2011,Wildfire,Affected
JP,2011,Storm,Kill
VU,2011,Storm,Affected
VC,2011,Flood,Affected
BR,2011,Flood,Kill
BD,2011,Storm,Kill
VN,2011,Storm,Kill
ID,2011,Volcanic activity,Affected
JP,2011,Storm,Affected
AF,2011,Drought,Affected
BF,2011,Drought,Affected
ET,2011,Drought,Affected
KE,2011,Drought,Affected
AF,2011,Storm,Kill
CH,2011,Storm,Affected
FR,2011,Storm,Affected
UZ,2011,Earthquake,Kill
VN,2011,Flood,Affected
VN,2011,Flood,Kill
VN,2011,Flood,Kill
VU,2011,Storm,Affected
ZA,2011,Storm,Affected
ZA,2011,Flood,Kill
CD,2011,Epidemic,Kill
CD,2011,Epidemic,Kill
ZM,2011,Flood,Waiting
ZW,2011,Flood,Waiting
ZW,2011,Epidemic,Kill
AF,2011,Flood,Kill
AO,2011,Flood,Affected
AO,2011,Flood,Affected
AU,2011,Wildfire,Affected
BD,2011,Landslide,Kill
BD,2011,Extreme temperature,Kill
CF,2011,Flood,Affected
CA,2011,Wildfire,SigDam
CL,2011,Extreme temperature,Affected
CL,2011,Wildfire,Affected
CN,2011,Earthquake,Affected
CN,2011,Storm,Kill
DO,2011,Epidemic,Affected
ES,2011,Flood,Affected
ET,2011,Flood,Affected
GN,2011,Flood,Affected
GT,2011,Flood,Affected
GT,2011,Extreme temperature,Affected
ID,2011,Volcanic activity,Affected
ID,2011,Flood,Kill
ID,2011,Flood,Kill
ID,2011,Flood,Kill
ID,2011,Landslide,Kill
IN,2011,Storm,Kill
IN,2011,Flood,Kill
IN,2011,Flood,Kill
IN,2011,Storm,Kill
IN,2011,Extreme temperature,Kill
IE,2011,Flood,Affected
IT,2011,Landslide,Waiting
JP,2011,Extreme temperature,Kill
KE,2011,Flood,Affected
KE,2011,Flood,Kill
LK,2011,Storm,Kill
PH,2011,Storm,Kill
PA,2011,Flood,Affected
PE,2011,Flood,Affected
PH,2011,Flood,Affected
PH,2011,Flood,Affected
TZ,2011,Flood,Affected
US,2011,Flood,SigDis
PH,2011,Storm,Affected
US,2011,Storm,Affected
ZA,2011,Storm,Affected
LS,2011,Drought,Affected
ML,2011,Drought,Affected
MR,2011,Drought,Affected
NE,2011,Drought,Affected
SD,2011,Drought,Affected
SN,2011,Drought,Affected
SO,2011,Drought,Affected
TZ,2011,Drought,Affected
MX,2011,Storm,Kill
SL,2011,Flood,Kill
LK,2011,Flood,Affected
LK,2011,Epidemic,Kill
MX,2011,Earthquake,Affected
MX,2011,Flood,Affected
MX,2011,Flood,Kill
MX,2011,Drought,Waiting
ML,2011,Flood,Affected
MW,2011,Flood,Affected
NE,2011,Flood,Affected
NG,2011,Flood,Kill
NO,2011,Storm,Affected
NP,2011,Landslide,Kill
NP,2011,Landslide,Kill
NP,2011,Extreme temperature,Affected
NP,2011,Extreme temperature,Kill
PE,2011,Storm,Kill
PE,2011,Earthquake,Affected
PE,2011,Flood,Affected
PH,2011,Earthquake,Affected
PH,2011,Volcanic activity,Affected
PH,2011,Flood,Affected
PH,2011,Flood,Affected
PH,2011,Flood,Affected
PH,2011,Flood,Affected
PH,2011,Flood,Affected
PH,2011,Storm,Kill
PH,2011,Epidemic,Kill
PH,2011,Epidemic,Kill
PL,2011,Extreme temperature,Kill
PY,2011,Storm,Affected
SD,2011,Storm,Kill
SN,2011,Flood,Affected
SO,2011,Flood,Affected
TH,2011,Epidemic,Kill
TH,2011,Drought,Waiting
TR,2011,Earthquake,Kill
TV,2011,Drought,Declar
TZ,2011,Flood,Kill
TZ,2011,Flood,Affected
US,2011,Storm,Kill
US,2011,Storm,Waiting
US,2011,Storm,Kill
US,2011,Storm,Kill
US,2011,Flood,Affected
US,2011,Storm,SigDis
US,2011,Storm,SigDis
US,2011,Wildfire,SigDam
US,2011,Drought,Waiting
VE,2011,Flood,Affected
VE,2011,Flood,Affected
VE,2011,Flood,Affected
VN,2011,Storm,Kill
CD,2011,Flood,Affected
CD,2011,Flood,Affected
JP,2011,Flood,Affected
CN,2010,Storm,Kill
CN,2010,Storm,Regional
CN,2010,Storm,Kill
AU,2010,Storm,Declar
AF,2010,Earthquake,Kill
AF,2010,Flood,Kill
AU,2010,Flood,Declar
AZ,2010,Flood,Affected
BE,2010,Flood,Affected
BA,2010,Flood,Affected
BR,2010,Flood,Kill
BR,2010,Flood,Kill
CN,2010,Earthquake,Waiting
CN,2010,Flood,Kill
CI,2010,Flood,Kill
CR,2010,Flood,Affected
CR,2010,Flood,Kill
CZ,2010,Flood,Affected
DO,2010,Storm,Kill
EC,2010,Flood,Kill
FR,2010,Flood,Kill
GT,2010,Flood,Affected
CL,2010,Earthquake,Kill
BF,2010,Flood,Affected
BR,2010,Flood,Kill
AU,2010,Storm,Declar
BD,2010,Storm,Kill
CM,2010,Flood,Kill
ES,2010,Flood,Affected
GD,2010,Drought,Declar
AG,2010,Storm,Affected
CZ,2010,Flood,Kill
DE,2010,Flood,Kill
FJ,2010,Storm,Declar
FR,2010,Storm,Kill
GA,2010,Storm,Affected
CN,2010,Drought,Affected
EG,2010,Flood,Kill
EG,2010,Storm,Kill
AF,2010,Flood,Kill
AF,2010,Landslide,Kill
AF,2010,Landslide,Kill
AO,2010,Flood,Kill
AO,2010,Flood,Affected
AO,2010,Flood,Affected
AL,2010,Flood,Affected
AR,2010,Extreme temperature,Kill
AU,2010,Flood,Affected
AU,2010,Flood,Declar
AU,2010,Flood,Affected
AU,2010,Flood,Affected
AU,2010,Storm,Affected
BI,2010,Storm,Affected
BI,2010,Flood,Affected
BI,2010,Flood,Affected
BI,2010,Drought,Affected
BE,2010,Storm,Affected
BE,2010,Storm,Kill
BJ,2010,Flood,Kill
BJ,2010,Epidemic,Affected
BJ,2010,Epidemic,Affected
BJ,2010,Epidemic,Kill
BF,2010,Epidemic,Kill
BD,2010,Flood,Affected
BD,2010,Flood,Kill
BD,2010,Landslide,Kill
BD,2010,Storm,Kill
BD,2010,Storm,Affected
BG,2010,Flood,Affected
BG,2010,Extreme temperature,Waiting
BA,2010,Flood,Affected
BA,2010,Extreme temperature,Waiting
BZ,2010,Storm,Kill
BO,2010,Flood,Affected
BO,2010,Extreme temperature,Kill
BO,2010,Wildfire,Affected
BO,2010,Epidemic,Affected
BO,2010,Drought,Declar
BR,2010,Extreme temperature,Kill
BR,2010,Epidemic,Affected
BR,2010,Drought,Affected
BB,2010,Storm,Kill
BB,2010,Drought,Declar
CF,2010,Flood,Affected
CA,2010,Storm,Waiting
CH,2010,Storm,Kill
CH,2010,Extreme temperature,Kill
CL,2010,Extreme temperature,Kill
CN,2010,Earthquake,Affected
CN,2010,Earthquake,Affected
CN,2010,Earthquake,Kill
CN,2010,Earthquake,Affected
CN,2010,Flood,Kill
CN,2010,Flood,Kill
CN,2010,Flood,Affected
CN,2010,Flood,Affected
CN,2010,Landslide,Kill
CN,2010,Landslide,Kill
CN,2010,Landslide,Kill
CN,2010,Landslide,Kill
CN,2010,Landslide,Kill
CN,2010,Landslide,Kill
CN,2010,Landslide,Kill
CN,2010,Landslide,Kill
CN,2010,Storm,Kill
CN,2010,Storm,Kill
CN,2010,Storm,Affected
CN,2010,Wildfire,Kill
CI,2010,Flood,Kill
CM,2010,Epidemic,Kill
CG,2010,Epidemic,Kill
CK,2010,Storm,Affected
CO,2010,Flood,Kill
CO,2010,Flood,Affected
CO,2010,Flood,Affected
CO,2010,Landslide,Kill
CO,2010,Landslide,Kill
CO,2010,Wildfire,Affected
CZ,2010,Flood,Affected
CZ,2010,Extreme temperature,Kill
DE,2010,Storm,Affected
DE,2010,Storm,Kill
DE,2010,Extreme temperature,Kill
DJ,2010,Drought,Affected
DK,2010,Storm,Affected
DO,2010,Flood,Affected
DO,2010,Flood,Affected
DO,2010,Epidemic,Kill
EC,2010,Volcanic activity,Affected
EC,2010,Flood,Declar
EC,2010,Epidemic,Affected
EG,2010,Flood,Kill
ES,2010,Storm,Kill
ET,2010,Flood,Affected
ET,2010,Flood,Kill
ET,2010,Epidemic,Kill
ET,2010,Drought,Affected
FR,2010,Storm,Affected
FR,2010,Extreme temperature,Kill
GA,2010,Storm,Affected
GA,2010,Epidemic,Affected
GA,2010,Epidemic,Affected
GB,2010,Storm,Kill
GB,2010,Extreme temperature,Kill
GH,2010,Flood,Kill
GH,2010,Flood,Kill
GH,2010,Epidemic,Kill
GN,2010,Flood,Affected
GN,2010,Flood,Affected
GP,2010,Epidemic,Kill
GM,2010,Flood,Affected
GM,2010,Flood,Affected
GW,2010,Flood,Affected
GR,2010,Flood,Affected
GT,2010,Volcanic activity,Declar
GT,2010,Landslide,Kill
GT,2010,Storm,Kill
IT,2010,Storm,Affected
JM,2010,Storm,Kill
LC,2010,Storm,Kill
MG,2010,Storm,Kill
MX,2010,Storm,Kill
KP,2010,Storm,Kill
SV,2010,Storm,Kill
SB,2010,Earthquake,Affected
NP,2010,Flood,Kill
US,2010,Storm,Kill
PT,2010,Flood,Kill
MX,2010,Flood,Kill
RU,2010,Drought,Declar
MX,2010,Storm,Waiting
MM,2010,Storm,Kill
TT,2010,Drought,Declar
PF,2010,Storm,Affected
SB,2010,Storm,Affected
KE,2010,Flood,Kill
ID,2010,Volcanic activity,Kill
GT,2010,Storm,Kill
HN,2010,Flood,Affected
HT,2010,Flood,Affected
HT,2010,Flood,Kill
ID,2010,Earthquake,Kill
ID,2010,Flood,Kill
ID,2010,Flood,Kill
ID,2010,Flood,Kill
IN,2010,Flood,Kill
IN,2010,Flood,Kill
MA,2010,Flood,Kill
MX,2010,Flood,Affected
MM,2010,Landslide,Kill
NP,2010,Flood,Kill
PK,2010,Flood,Kill
PA,2010,Flood,Affected
PA,2010,Flood,Affected
PA,2010,Flood,Kill
PH,2010,Flood,Affected
PH,2010,Flood,Affected
PH,2010,Flood,Kill
PH,2010,Flood,Affected
TJ,2010,Flood,Kill
TW,2010,Storm,Kill
ID,2010,Earthquake,Kill
KZ,2010,Flood,Kill
NG,2010,Flood,Kill
PL,2010,Flood,Kill
PL,2010,Flood,Affected
IN,2010,Storm,Kill
US,2010,Storm,Waiting
IN,2010,Storm,Kill
SV,2010,Storm,Kill
US,2010,Storm,Affected
RU,2010,Wildfire,Kill
HN,2010,Storm,Kill
HT,2010,Storm,Affected
HT,2010,Storm,Kill
IN,2010,Storm,Kill
IN,2010,Storm,Kill
IS,2010,Volcanic activity,Affected
MX,2010,Storm,Kill
MX,2010,Storm,Declar
PK,2010,Storm,Kill
PH,2010,Storm,Kill
TW,2010,Storm,Regional
US,2010,Storm,Kill
US,2010,Storm,Kill
US,2010,Storm,Kill
US,2010,Storm,Waiting
LC,2010,Drought,Declar
MZ,2010,Drought,Affected
MR,2010,Drought,Affected
KE,2010,Drought,Affected
SO,2010,Drought,Affected
MA,2010,Flood,Kill
PH,2010,Storm,Affected
IL,2010,Flood,Kill
LT,2010,Flood,Kill
GT,2010,Storm,Kill
GY,2010,Drought,Declar
HK,2010,Storm,Kill
HN,2010,Flood,Kill
HN,2010,Storm,Kill
HN,2010,Epidemic,Affected
HR,2010,Flood,Affected
HR,2010,Flood,Affected
HR,2010,Extreme temperature,Waiting
HT,2010,Earthquake,Kill
HT,2010,Flood,Kill
HT,2010,Epidemic,Kill
HU,2010,Flood,Affected
ID,2010,Volcanic activity,Affected
ID,2010,Flood,Kill
ID,2010,Flood,Kill
ID,2010,Flood,Affected
ID,2010,Flood,Kill
ID,2010,Landslide,Kill
IN,2010,Storm,Kill
IN,2010,Storm,Kill
IN,2010,Flood,Kill
IN,2010,Flood,Kill
IN,2010,Flood,Kill
IN,2010,Flood,Affected
IN,2010,Flood,Affected
IN,2010,Flood,Kill
IN,2010,Landslide,Kill
IN,2010,Storm,Kill
IN,2010,Extreme temperature,Kill
IR,2010,Earthquake,Affected
IR,2010,Earthquake,Affected
IR,2010,Earthquake,Waiting
IR,2010,Earthquake,Affected
IR,2010,Earthquake,Affected
IR,2010,Earthquake,Affected
IL,2010,Wildfire,Kill
IT,2010,Flood,Affected
IT,2010,Extreme temperature,Kill
JP,2010,Flood,Kill
JP,2010,Extreme temperature,Kill
KZ,2010,Flood,Affected
KE,2010,Flood,Kill
KE,2010,Landslide,Kill
KE,2010,Epidemic,Kill
KE,2010,Epidemic,Affected
KG,2010,Landslide,Affected
KG,2010,Epidemic,Affected
KH,2010,Flood,Affected
KR,2010,Storm,Kill
LR,2010,Flood,Affected
LC,2010,Flood,Affected
LK,2010,Flood,Affected
LK,2010,Flood,Affected
LT,2010,Extreme temperature,Kill
LU,2010,Storm,Kill
MD,2010,Flood,Affected
MG,2010,Insect infestation,Declar
MX,2010,Earthquake,Affected
MX,2010,Landslide,Kill
MX,2010,Landslide,Kill
ML,2010,Flood,Affected
ML,2010,Flood,Affected
ML,2010,Drought,Affected
MZ,2010,Flood,Affected
MZ,2010,Epidemic,Kill
MR,2010,Flood,Affected
MQ,2010,Epidemic,Kill
MW,2010,Flood,Affected
NA,2010,Flood,Affected
NE,2010,Flood,Affected
NE,2010,Flood,Affected
NE,2010,Epidemic,Kill
NE,2010,Epidemic,Kill
NG,2010,Epidemic,Kill
NG,2010,Epidemic,Kill
NI,2010,Flood,Affected
NI,2010,Flood,Kill
NI,2010,Storm,Kill
NI,2010,Storm,Kill
NI,2010,Epidemic,Kill
NL,2010,Storm,Kill
NP,2010,Epidemic,Kill
NP,2010,Epidemic,Affected
NZ,2010,Earthquake,Declar
OM,2010,Storm,Kill
PK,2010,Flood,Kill
PK,2010,Flood,Kill
PK,2010,Flood,Kill
PK,2010,Landslide,Kill
PK,2010,Landslide,Kill
PA,2010,Flood,Affected
PE,2010,Flood,Kill
PE,2010,Landslide,Kill
PE,2010,Extreme temperature,Kill
PE,2010,Epidemic,Affected
PH,2010,Volcanic activity,Affected
PH,2010,Flood,Affected
PH,2010,Flood,Affected
PH,2010,Flood,Kill
PH,2010,Flood,Affected
PH,2010,Flood,Affected
PH,2010,Landslide,Affected
PH,2010,Storm,Kill
PH,2010,Epidemic,Kill
PL,2010,Extreme temperature,Kill
KP,2010,Flood,Kill
KP,2010,Flood,Affected
PT,2010,Storm,Kill
PT,2010,Extreme temperature,Kill
PY,2010,Extreme temperature,Kill
PY,2010,Epidemic,Affected
PS,2010,Flood,Kill
RO,2010,Flood,Kill
RO,2010,Extreme temperature,Waiting
RU,2010,Flood,Affected
RU,2010,Flood,Kill
RU,2010,Extreme temperature,Waiting
RU,2010,Extreme temperature,Kill
RU,2010,Extreme temperature,Kill
RU,2010,Wildfire,Affected
RW,2010,Landslide,Kill
RW,2010,Landslide,Kill
SA,2010,Flood,Kill
SA,2010,Flood,Kill
SD,2010,Flood,Declar
SD,2010,Flood,Affected
SN,2010,Flood,Affected
SN,2010,Flood,Affected
SB,2010,Flood,Affected
SL,2010,Flood,Affected
SL,2010,Landslide,Kill
SV,2010,Storm,Kill
SO,2010,Flood,Affected
SO,2010,Flood,Kill
SK,2010,Flood,Affected
SK,2010,Flood,Affected
SK,2010,Extreme temperature,Kill
TD,2010,Flood,Affected
TD,2010,Epidemic,Kill
TD,2010,Epidemic,Kill
TD,2010,Epidemic,Kill
TG,2010,Flood,Kill
TG,2010,Flood,Affected
TG,2010,Epidemic,Kill
TH,2010,Flood,Affected
TH,2010,Epidemic,Affected
TH,2010,Drought,Affected
TJ,2010,Earthquake,Affected
TJ,2010,Flood,Affected
TJ,2010,Epidemic,Kill
TR,2010,Earthquake,Kill
TR,2010,Landslide,Kill
TW,2010,Earthquake,Affected
UG,2010,Landslide,Kill
UG,2010,Epidemic,Kill
UG,2010,Drought,Affected
UA,2010,Flood,Affected
UY,2010,Extreme temperature,Kill
US,2010,Storm,Kill
US,2010,Storm,Waiting
US,2010,Storm,Waiting
US,2010,Storm,Declar
US,2010,Storm,Waiting
US,2010,Earthquake,Waiting
US,2010,Flood,Declar
US,2010,Flood,Kill
US,2010,Flood,Affected
VE,2010,Storm,Kill
YE,2010,Flood,Kill
VE,2010,Flood,Kill
VN,2010,Storm,Kill
ZA,2010,Storm,Kill
ZW,2010,Drought,Affected
VC,2010,Storm,Kill
VC,2010,Drought,Declar
VE,2010,Epidemic,Kill
VN,2010,Flood,Affected
VN,2010,Flood,Kill
VN,2010,Flood,Kill
VN,2010,Flood,Kill
VN,2010,Storm,Kill
